label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	label_id.1	cell_id	length	diameter	cell_id
0.0	121.20574188232422	115.97288513183594	192.5835418701172	66.56	56.32	172.8	194.55	194.55	222.375	4444923089.0	0.0	0.0	0.0	0.0	0.0
1.0	92.78311920166016	143.65782165527344	191.4658203125	66.56	58.88	173.75	194.55	191.99	221.225	5666893652.0	1.0	22700.0	0.0	0.0	22700.0
2.0	175.60556030273438	85.60089874267578	175.6337432861328	175.45000000000005	85.47	175.57500000000005	175.79	85.75	175.70000000000005	2171.0	2.0	0.0	0.0	0.0	0.0
3.0	147.1314697265625	88.6330337524414	176.02635192871094	146.79	88.45	175.95000000000005	147.39	88.79	176.10000000000005	1861.0	3.0	0.0	0.0	0.0	0.0
4.0	147.547119140625	87.5887222290039	175.69139099121094	147.27	87.43	175.625	147.91	87.8	175.72500000000005	1828.0	4.0	0.0	0.0	0.0	0.0
5.0	171.17921447753906	87.95808410644531	176.0050811767578	170.95000000000005	87.74	175.925	171.43	88.23	176.10000000000005	6761.0	5.0	0.0	0.0	0.0	0.0
6.0	177.2853546142578	89.2635498046875	175.40020751953125	176.84	89.06	175.32500000000005	177.67000000000004	89.49	175.55	4053.0	6.0	0.0	0.0	0.0	0.0
7.0	177.26519775390625	89.43484497070312	175.40980529785156	176.92000000000004	89.28	175.175	177.56	89.56	175.5	3719.0	7.0	0.0	0.0	0.0	0.0
8.0	176.57994079589844	82.74616241455078	177.24412536621094	176.38	82.36	177.10000000000005	176.77	83.15	177.375	10870.0	8.0	0.0	0.0	0.0	0.0
9.0	161.4741668701172	86.7986831665039	176.4180908203125	161.17000000000004	86.64	176.25	161.69	87.0	176.60000000000005	7670.0	9.0	0.0	0.0	0.0	0.0
10.0	162.50927734375	86.87259674072266	176.9810028076172	162.37	86.67	176.875	162.67000000000004	87.03	177.15	3013.0	10.0	0.0	0.0	0.0	0.0
11.0	152.45228576660156	89.10624694824219	177.07591247558594	139.19	82.66	177.25	154.89	89.69	185.9	912771.0	11.0	21590.0	0.0	0.0	21590.0
12.0	154.85183715820312	88.78629302978516	177.07591247558594	139.31	83.16	177.47500000000005	155.42000000000004	89.33	185.475	874158.0	12.0	21590.0	0.0	0.0	21590.0
13.0	171.7316131591797	89.43692779541016	176.53871154785156	171.56	89.27	176.4	172.05	89.59	176.65	5826.0	13.0	0.0	0.0	0.0	0.0
14.0	178.51773071289062	87.83621215820312	177.50856018066406	178.33	87.68	177.425	178.71	88.03	177.57500000000005	6692.0	14.0	0.0	0.0	0.0	0.0
15.0	151.3324737548828	89.90612030029297	177.07591247558594	142.45000000000005	86.98	177.3	151.92000000000004	90.35	180.325	453726.0	15.0	21590.0	0.0	0.0	21590.0
16.0	166.80638122558594	89.87397003173828	176.29510498046875	166.58	89.71000000000002	176.25	167.02	90.11	176.375	4052.0	16.0	0.0	0.0	0.0	0.0
17.0	176.38011169433594	80.20653533935547	178.53619384765625	176.23	80.01	178.5	176.52	80.4	178.57500000000005	1556.0	17.0	0.0	0.0	0.0	0.0
18.0	171.67648315429688	84.47682189941406	178.4833221435547	171.20000000000005	84.22	178.32500000000005	172.14	84.67	178.675	11574.0	18.0	0.0	0.0	0.0	0.0
19.0	173.5976104736328	84.55943298339844	177.60289001464844	173.43	84.44	177.525	173.76	84.7	177.70000000000005	4545.0	19.0	0.0	0.0	0.0	0.0
20.0	174.53958129882812	83.62184143066406	178.53602600097656	174.28	83.19	178.32500000000005	174.87	84.02	178.70000000000005	18745.0	20.0	0.0	0.0	0.0	0.0
21.0	175.0081787109375	84.14701080322266	178.2750701904297	174.79	84.0	178.425	190.81	90.91	180.8	468908.0	21.0	21911.0	0.0	0.0	21911.0
22.0	175.328125	83.34713745117188	178.2750701904297	175.21	83.33	178.625	185.36	86.62	181.8	375795.0	22.0	21910.0	0.0	0.0	21910.0
23.0	175.96800231933594	83.9870376586914	178.2750701904297	175.49	83.45	178.675	187.71	90.27	181.05	409997.0	23.0	21910.0	0.0	0.0	21910.0
24.0	177.26348876953125	83.88301849365234	178.5989227294922	176.4	83.62	178.45000000000005	178.46	84.11	178.72500000000005	36484.0	24.0	21910.0	0.0	0.0	21910.0
25.0	177.8876495361328	84.14701080322266	178.2750701904297	176.53	83.8	178.425	187.81	88.7	181.75	424539.0	25.0	21910.0	0.0	0.0	21910.0
26.0	177.40773010253906	83.82705688476562	177.87535095214844	176.64	83.53	178.32500000000005	186.9	87.75	181.6	382387.0	26.0	21910.0	0.0	0.0	21910.0
27.0	177.22303771972656	84.50048828125	178.57127380371094	176.78	84.37	178.5	177.63	84.60000000000002	178.625	5434.0	27.0	0.0	0.0	0.0	0.0
28.0	177.9603729248047	84.30238342285156	178.48301696777344	176.83	83.89	178.3	179.1	85.06	178.675	34659.0	28.0	0.0	0.0	0.0	0.0
29.0	177.24777221679688	84.14701080322266	177.87535095214844	177.07	84.05	178.275	187.23	88.9	181.225	377842.0	29.0	21910.0	0.0	0.0	21910.0
30.0	177.40773010253906	84.46696472167969	177.87535095214844	177.21	84.22	178.22500000000005	184.28	87.03	180.275	252758.0	30.0	0.0	0.0	0.0	0.0
31.0	177.5677032470703	84.14701080322266	178.2750701904297	177.37	84.10000000000002	178.72500000000005	187.6	88.89	181.8	384509.0	31.0	21910.0	0.0	0.0	21910.0
32.0	178.84747314453125	84.14701080322266	178.2750701904297	178.56	84.10000000000002	178.675	187.47	88.45	181.45	407124.0	32.0	21910.0	0.0	0.0	21910.0
33.0	155.65170288085938	88.46634674072266	177.4756317138672	150.13	83.78	177.82500000000005	175.52	90.04	180.10000000000005	1005006.0	33.0	21594.0	0.0	0.0	21594.0
34.0	169.5791778564453	84.6215591430664	178.5813446044922	169.25	84.53	178.47500000000005	169.85	84.71000000000002	178.65	3982.0	34.0	0.0	0.0	0.0	0.0
35.0	172.60861206054688	84.94688415527344	179.0745086669922	148.97	84.46000000000002	178.10000000000005	175.68	89.73	179.97500000000005	1034105.0	35.0	21594.0	0.0	0.0	21594.0
36.0	179.48736572265625	85.42681121826172	178.2750701904297	179.37	85.35000000000002	178.72500000000005	189.88	90.67	180.325	157032.0	36.0	0.0	0.0	0.0	0.0
37.0	179.48736572265625	84.94688415527344	178.2750701904297	179.53	84.86	178.72500000000005	189.0	89.74	180.3	162904.0	37.0	0.0	0.0	0.0	0.0
38.0	182.75596618652344	86.0240249633789	177.6514129638672	182.58	85.91	177.625	182.89	86.13	177.70000000000005	1383.0	38.0	0.0	0.0	0.0	0.0
39.0	184.02813720703125	86.1871109008789	177.53297424316406	183.49	85.95	177.5	184.31	86.36	177.625	5651.0	39.0	0.0	0.0	0.0	0.0
40.0	155.01181030273438	88.30636596679688	177.87535095214844	144.36	85.75	178.0	166.35	89.58	180.65	1048546.0	40.0	21594.0	0.0	0.0	21594.0
41.0	152.13232421875	89.74614715576172	177.07591247558594	142.71	86.60000000000002	177.5	152.54	90.25	180.25	470058.0	41.0	21590.0	0.0	0.0	21590.0
42.0	153.73204040527344	89.58616638183594	177.4756317138672	139.59	83.42	177.5	155.53	90.1	184.525	888439.0	42.0	21590.0	0.0	0.0	21590.0
43.0	153.57208251953125	89.58616638183594	177.87535095214844	143.46	87.29	177.97500000000005	155.45000000000005	89.99	180.45	531651.0	43.0	21590.0	0.0	0.0	21590.0
44.0	151.81239318847656	88.9462661743164	177.87535095214844	149.38	84.84	178.05	172.53	89.4	180.675	956630.0	44.0	21594.0	0.0	0.0	21594.0
45.0	155.01181030273438	88.6263198852539	177.87535095214844	150.96	83.02	178.175	175.98	89.58	180.425	1042184.0	45.0	21594.0	0.0	0.0	21594.0
46.0	151.6576690673828	89.33364868164062	178.90084838867188	151.11	89.16	178.72500000000005	152.11	89.5	179.025	15769.0	46.0	0.0	0.0	0.0	0.0
47.0	155.17178344726562	88.9462661743164	177.87535095214844	152.35	84.24	178.275	174.79	89.85000000000002	180.375	990786.0	47.0	21594.0	0.0	0.0	21594.0
48.0	154.50318908691406	88.76878356933594	178.36505126953125	153.99	88.65	178.35000000000005	154.99	88.87	178.425	1206.0	48.0	0.0	0.0	0.0	0.0
49.0	168.64578247070312	87.95677185058594	178.13894653320312	168.53	87.83	178.05	168.76	88.09	178.22500000000005	3156.0	49.0	0.0	0.0	0.0	0.0
50.0	183.68760681152344	88.75870513916016	177.67967224121094	183.44	88.54	177.625	184.05	89.11	177.72500000000005	5378.0	50.0	0.0	0.0	0.0	0.0
51.0	147.66941833496094	89.62754821777344	178.79893493652344	147.22	89.60000000000002	178.72500000000005	148.05	89.68	178.9	1776.0	51.0	0.0	0.0	0.0	0.0
52.0	145.2342987060547	84.28587341308594	179.1855926513672	145.08	84.21000000000002	179.025	145.4	84.42	179.32500000000005	1394.0	52.0	0.0	0.0	0.0	0.0
53.0	146.42591857910156	84.26553344726562	179.44058227539062	146.17000000000004	84.05	179.32500000000005	146.61	84.43	179.57500000000005	6084.0	53.0	0.0	0.0	0.0	0.0
54.0	147.43663024902344	84.15302276611328	179.94635009765625	147.26	84.0	179.875	147.56	84.34	179.97500000000005	1303.0	54.0	0.0	0.0	0.0	0.0
55.0	155.65170288085938	88.14639282226562	177.87535095214844	150.17000000000004	83.57000000000002	177.97500000000005	173.17000000000004	89.43	180.75	1019810.0	55.0	21594.0	0.0	0.0	21594.0
56.0	176.60787963867188	84.94688415527344	178.67478942871094	174.75	84.11	178.9	185.08	88.47	181.125	346700.0	56.0	0.0	0.0	0.0	0.0
57.0	176.12796020507812	83.9870376586914	178.67478942871094	175.28	83.59	178.925	185.37	87.24	181.9	348687.0	57.0	21910.0	0.0	0.0	21910.0
58.0	176.76785278320312	84.6269302368164	178.67478942871094	175.95000000000005	84.17	179.0	185.88	88.16	181.875	350943.0	58.0	21910.0	0.0	0.0	21910.0
59.0	177.72767639160156	84.6269302368164	178.67478942871094	176.64	84.29	178.82500000000005	186.51	88.78	181.7	375802.0	59.0	21910.0	0.0	0.0	21910.0
60.0	177.24777221679688	83.82705688476562	178.2750701904297	176.66	83.73	178.75	186.28	87.26	181.775	347071.0	60.0	21910.0	0.0	0.0	21910.0
61.0	177.72767639160156	84.46696472167969	178.2750701904297	176.8	84.28	178.75	187.96	89.24	181.675	386720.0	61.0	21910.0	0.0	0.0	21910.0
62.0	178.8681182861328	84.44400024414062	178.8147430419922	178.39	84.39	178.75	179.13	84.47	179.125	1350.0	62.0	0.0	0.0	0.0	0.0
63.0	180.60716247558602	84.30699157714844	179.0745086669922	180.46	84.16	179.175	191.99	90.78	181.725	177243.0	63.0	0.0	0.0	0.0	0.0
64.0	180.60716247558602	84.30699157714844	179.47422790527344	180.49	84.2	179.45000000000005	185.34	86.76	180.3	41899.0	64.0	0.0	0.0	0.0	0.0
65.0	146.3527374267578	85.97723388671875	179.39259338378906	146.21	85.85000000000002	179.32500000000005	146.51	86.14	179.47500000000005	1789.0	65.0	0.0	0.0	0.0	0.0
66.0	146.6031036376953	85.41972351074219	179.20831298828125	146.42000000000004	85.29	179.15	146.79	85.51	179.3	1819.0	66.0	0.0	0.0	0.0	0.0
67.0	159.05502319335938	87.21891784667969	179.3577880859375	158.59	86.98	179.35000000000005	159.45000000000005	87.43	179.4	1807.0	67.0	0.0	0.0	0.0	0.0
68.0	164.90798950195312	87.07990264892578	179.9490509033203	164.48	86.97	179.875	165.36	87.16	179.97500000000005	1462.0	68.0	0.0	0.0	0.0	0.0
69.0	169.60751342773438	84.81914520263672	179.23475646972656	169.22	84.66	179.22500000000005	169.95000000000005	85.03	179.275	1640.0	69.0	0.0	0.0	0.0	0.0
70.0	170.6807403564453	84.87493896484375	178.88328552246094	170.38	84.74	178.875	171.13	85.05	178.925	1260.0	70.0	0.0	0.0	0.0	0.0
71.0	171.5315399169922	85.24673461914062	179.25035095214844	171.17000000000004	85.09	179.22500000000005	171.91	85.35000000000002	179.3	1540.0	71.0	0.0	0.0	0.0	0.0
72.0	176.28794860839844	84.6269302368164	178.2750701904297	175.76	84.48	178.75	185.9	89.25	180.875	390726.0	72.0	21910.0	0.0	0.0	21910.0
73.0	176.60787963867188	84.46696472167969	178.2750701904297	176.64	84.48	178.75	182.48	87.33	180.4	171042.0	73.0	0.0	0.0	0.0	0.0
74.0	177.72767639160156	84.94688415527344	178.67478942871094	176.64	84.48	178.8	187.07	89.65	181.4	395547.0	74.0	21910.0	0.0	0.0	21910.0
75.0	178.2075958251953	84.6269302368164	178.2750701904297	178.19	84.48	178.75	187.55	89.82000000000002	181.225	375245.0	75.0	21910.0	0.0	0.0	21910.0
76.0	184.82546997070312	88.3633804321289	180.89833068847656	179.85	85.44	179.97500000000005	187.35	89.61	181.325	388.0	76.0	0.0	0.0	0.0	0.0
77.0	180.1272430419922	84.78691101074219	178.67478942871094	179.92000000000004	84.71000000000002	178.95000000000005	188.61	89.37	180.25	132310.0	77.0	0.0	0.0	0.0	0.0
78.0	180.60716247558602	84.78691101074219	179.47422790527344	180.11	84.48	179.35000000000005	191.99	90.89	181.95	140339.0	78.0	21911.0	0.0	0.0	21911.0
79.0	180.7671203613281	85.10686492919922	179.47422790527344	180.18	84.93	179.35000000000005	184.42	86.56	180.275	26021.0	79.0	0.0	0.0	0.0	0.0
80.0	181.1903076171875	85.7073974609375	179.81304931640625	180.78	85.48	179.60000000000005	181.57	85.92	179.97500000000005	3871.0	80.0	0.0	0.0	0.0	0.0
81.0	183.4624786376953	86.46480560302734	180.01173400878906	181.26	85.71000000000002	179.8	185.01	87.47	180.275	41056.0	81.0	0.0	0.0	0.0	0.0
82.0	181.72694396972656	86.38666534423828	179.8739471435547	181.47	86.23	179.95000000000005	191.87	91.07	181.075	170275.0	82.0	21911.0	0.0	0.0	21911.0
83.0	176.60787963867188	84.14701080322266	177.87535095214844	175.4	84.11	178.175	185.12	87.24	180.25	385022.0	83.0	21911.0	0.0	0.0	21911.0
84.0	145.5735321044922	88.78629302978516	178.67478942871094	145.46	88.63	179.025	146.37	89.15	179.4	1979.0	84.0	0.0	0.0	0.0	0.0
85.0	156.16468811035156	88.5692367553711	178.87429809570312	155.82	88.42	178.8	156.56	88.82000000000002	178.95000000000005	1410.0	85.0	0.0	0.0	0.0	0.0
86.0	156.1809539794922	88.31084442138672	178.7837371826172	155.97	88.07000000000002	178.75	156.63	88.49	178.85000000000005	2095.0	86.0	0.0	0.0	0.0	0.0
87.0	156.60365295410156	88.35713958740234	178.9685821533203	156.16	88.22	178.925	156.99	88.56	179.125	1270.0	87.0	0.0	0.0	0.0	0.0
88.0	156.61973571777344	88.541748046875	178.83522033691406	156.16	88.29	178.775	157.25	88.82000000000002	178.85000000000005	1811.0	88.0	0.0	0.0	0.0	0.0
89.0	158.96759033203125	87.82911682128906	178.99740600585938	158.21	87.59	178.95000000000005	159.53	87.99	179.07500000000005	3070.0	89.0	0.0	0.0	0.0	0.0
90.0	159.7477264404297	87.38965606689453	179.4180145263672	159.07	87.28	179.375	160.47	87.67	179.47500000000005	3576.0	90.0	0.0	0.0	0.0	0.0
91.0	163.61917114257812	87.5589370727539	179.76829528808594	163.3	87.37	179.75	163.83	87.79	179.85000000000005	1026.0	91.0	0.0	0.0	0.0	0.0
92.0	163.6879425048828	87.82470703125	180.0001983642578	163.31	87.54	179.95000000000005	164.0	88.04	180.025	1947.0	92.0	0.0	0.0	0.0	0.0
93.0	169.38856506347656	88.41612243652344	178.90524291992188	169.29	88.29	178.875	169.52	88.56	178.925	1135.0	93.0	0.0	0.0	0.0	0.0
94.0	187.1659698486328	89.58616638183594	179.47422790527344	186.05	88.61	179.22500000000005	189.2	91.45	180.25	101726.0	94.0	0.0	0.0	0.0	0.0
95.0	186.52609252929688	90.22607421875	178.67478942871094	186.13	89.58	178.97500000000005	189.81	94.88	181.375	172376.0	95.0	21915.0	0.0	0.0	21915.0
96.0	186.2061462402344	89.26622009277344	178.67478942871094	186.16	89.25	179.125	188.93	92.34	180.275	112510.0	96.0	0.0	0.0	0.0	0.0
97.0	153.36341857910156	89.94709777832031	179.95681762695312	153.20000000000005	89.71000000000002	179.925	153.53	90.17	179.97500000000005	2742.0	97.0	0.0	0.0	0.0	0.0
98.0	163.95118713378906	89.77564239501953	179.5522003173828	163.73	89.62	179.3	164.19	89.93	179.72500000000005	11926.0	98.0	0.0	0.0	0.0	0.0
99.0	186.2061462402344	89.58616638183594	178.67478942871094	186.15	89.60000000000002	179.10000000000005	190.16	94.74	181.675	188721.0	99.0	21915.0	0.0	0.0	21915.0
100.0	188.17007446289062	91.58663177490234	179.92434692382812	187.33	90.67	179.675	188.85	92.5	180.275	50355.0	100.0	0.0	0.0	0.0	0.0
101.0	188.92947387695312	89.89970397949219	180.16357421875	187.84	89.60000000000002	179.875	189.96	90.37	180.3	30237.0	101.0	0.0	0.0	0.0	0.0
102.0	190.96499633789062	89.87968444824219	179.43006896972656	190.77	89.78	179.375	191.16	89.98	179.5	1279.0	102.0	0.0	0.0	0.0	0.0
103.0	179.32791137695312	94.4220962524414	179.8013458251953	179.20000000000005	94.31	179.775	179.43	94.53	179.82500000000005	1192.0	103.0	0.0	0.0	0.0	0.0
104.0	147.24594116210938	84.07084655761719	180.69760131835938	146.96	83.92	180.6	147.52	84.19	180.825	6961.0	104.0	0.0	0.0	0.0	0.0
105.0	147.400634765625	84.09622955322266	180.9642791748047	147.05	83.85000000000002	180.85	147.70000000000005	84.33	181.1	11895.0	105.0	0.0	0.0	0.0	0.0
106.0	147.72116088867188	84.07868957519531	180.1248016357422	147.43	83.91	180.025	147.93	84.25	180.2	5346.0	106.0	0.0	0.0	0.0	0.0
107.0	150.99151611328125	83.63417053222656	180.49424743652344	150.77	83.39	180.425	151.28	83.91	180.575	3080.0	107.0	0.0	0.0	0.0	0.0
108.0	142.53407287597656	86.38666534423828	180.27366638183602	138.8	81.95	180.3	143.19	87.25	186.1	405016.0	108.0	0.0	0.0	0.0	0.0
109.0	142.21414184570312	86.70661926269531	180.27366638183602	138.51	82.22	180.15	143.21	87.71000000000002	186.5	436410.0	109.0	0.0	0.0	0.0	0.0
110.0	143.0139923095703	87.18653869628906	180.6733856201172	139.12	83.16	180.45	144.42000000000004	88.13	185.275	382685.0	110.0	0.0	0.0	0.0	0.0
111.0	146.78863525390625	86.00930786132812	180.90809631347656	146.67000000000004	85.84	180.8	146.94	86.2	180.975	3316.0	111.0	0.0	0.0	0.0	0.0
112.0	156.31651306152344	85.82219696044922	180.547607421875	156.17000000000004	85.68	180.525	156.45000000000005	85.96000000000002	180.575	1514.0	112.0	0.0	0.0	0.0	0.0
113.0	180.14205932617188	85.79430389404297	180.38758850097656	179.63	85.35000000000002	180.325	180.53	86.07000000000002	180.45	2059.0	113.0	0.0	0.0	0.0	0.0
114.0	181.56532287597656	85.75808715820312	180.28965759277344	181.13	85.54	180.25	181.93	85.97	180.325	4001.0	114.0	0.0	0.0	0.0	0.0
115.0	181.59033203125	85.51143646240234	180.02171325683594	181.14	85.41	180.0	181.75	85.59	180.10000000000005	1083.0	115.0	0.0	0.0	0.0	0.0
116.0	183.32666015625	85.42681121826172	180.6733856201172	182.02	85.07000000000002	180.6	189.31	89.28	183.075	233875.0	116.0	21915.0	0.0	0.0	21915.0
117.0	183.64659118652344	85.42681121826172	181.07310485839844	182.64	85.23	180.875	187.37	87.45	183.725	170422.0	117.0	0.0	0.0	0.0	0.0
118.0	183.01800537109366	85.5440673828125	180.6703186035156	182.65	85.44	180.625	183.45	85.65	180.725	1589.0	118.0	0.0	0.0	0.0	0.0
119.0	183.1667022705078	85.26683044433594	180.6733856201172	182.76	85.15	180.6	189.24	88.91	183.625	210834.0	119.0	0.0	0.0	0.0	0.0
120.0	183.64659118652344	86.86659240722656	180.27366638183602	183.27	86.52	180.275	186.69	89.15	180.875	118418.0	120.0	21910.0	0.0	0.0	21910.0
121.0	183.80657958984366	85.90673828125	180.27366638183602	183.41	85.64	180.25	191.99	91.05	182.125	140196.0	121.0	0.0	0.0	0.0	0.0
122.0	184.7664031982422	87.34651184082031	180.27366638183602	183.74	86.64	180.2	191.99	91.52	182.175	157475.0	122.0	21911.0	0.0	0.0	21911.0
123.0	184.4464569091797	85.42681121826172	181.07310485839844	183.83	85.27	180.975	190.16	89.37	184.45	221611.0	123.0	0.0	0.0	0.0	0.0
124.0	179.6473388671875	85.74676513671875	178.67478942871094	179.52	85.55	179.025	191.48	91.74	181.625	230834.0	124.0	0.0	0.0	0.0	0.0
125.0	184.28648376464844	86.54663848876953	180.27366638183602	184.04	86.26	180.3	191.99	91.25	182.15	107840.0	125.0	0.0	0.0	0.0	0.0
