label_id,VC,davids_cells,VNC
9857.0,6116.0,0,1
10610.0,6220.0,0,1
10810.0,6220.0,0,1
11000.0,5503.0,0,1
11013.0,6220.0,0,1
11213.0,6220.0,0,1
11231.0,6220.0,0,1
11400.0,6213.0,0,1
11834.0,5864.0,0,1
11837.0,5503.0,0,1
11846.0,5864.0,0,1
12035.0,6213.0,0,1
12044.0,5864.0,0,1
12062.0,5760.0,0,1
12102.0,5760.0,0,1
12231.0,6111.0,0,1
12233.0,5864.0,1,1
12234.0,5864.0,0,1
12262.0,5503.0,0,1
12461.0,5864.0,0,1
12521.0,5783.0,0,1
12643.0,5503.0,0,1
12644.0,5760.0,0,1
12862.0,5864.0,0,1
12866.0,5503.0,0,1
12868.0,5760.0,0,1
12869.0,5760.0,0,1
12878.0,5864.0,0,1
12887.0,5760.0,0,1
12888.0,5503.0,0,1
13060.0,5929.0,0,1
13270.0,6111.0,0,1
13276.0,5929.0,0,1
13508.0,6111.0,0,1
13509.0,6111.0,0,1
13548.0,6116.0,0,1
13579.0,5929.0,0,0
13713.0,5929.0,0,1
13721.0,5929.0,0,1
13728.0,6111.0,1,1
13748.0,6116.0,0,1
13795.0,5929.0,0,1
13797.0,5929.0,0,1
13799.0,5929.0,0,1
13889.0,5929.0,0,1
13890.0,5929.0,0,1
13897.0,6111.0,0,1
13917.0,5504.0,0,1
13941.0,5504.0,0,1
13981.0,0.0,1,1
14112.0,5929.0,0,1
14118.0,6111.0,0,1
14185.0,6284.0,0,1
14186.0,5929.0,0,1
14296.0,6284.0,1,1
14338.0,5929.0,0,1
14372.0,6116.0,1,1
14384.0,6284.0,0,1
14527.0,5929.0,0,1
14538.0,6284.0,0,1
14544.0,5857.0,0,1
14546.0,5857.0,1,1
14547.0,5857.0,0,1
14559.0,5987.0,1,1
14568.0,6234.0,0,1
14602.0,5929.0,1,1
14722.0,6284.0,0,1
14725.0,6284.0,0,1
14730.0,5857.0,0,1
14731.0,5849.0,1,1
14732.0,6234.0,0,1
14744.0,5910.0,0,1
14747.0,6135.0,0,1
14750.0,5987.0,0,1
14765.0,5910.0,0,1
14777.0,5539.0,1,1
14938.0,6284.0,0,1
14944.0,6135.0,1,1
14945.0,6195.0,0,1
14947.0,5539.0,0,1
14958.0,5857.0,0,1
14961.0,6135.0,0,1
14963.0,5849.0,1,1
14975.0,6130.0,0,1
14977.0,6164.0,0,1
15137.0,6195.0,0,1
15141.0,6234.0,0,1
15142.0,5539.0,0,1
15143.0,6046.0,1,1
15155.0,6195.0,0,1
15156.0,6135.0,0,1
15160.0,6176.0,0,1
15167.0,6160.0,1,1
15177.0,5539.0,0,1
15196.0,5539.0,0,1
15197.0,5929.0,0,1
15309.0,5883.0,1,1
15311.0,6209.0,1,1
15313.0,6211.0,0,1
15315.0,6209.0,0,1
15318.0,6195.0,0,1
15319.0,6195.0,0,1
15320.0,6136.0,0,1
15321.0,6308.0,0,1
15322.0,6308.0,1,1
15323.0,6160.0,0,1
15324.0,6234.0,1,1
15325.0,5504.0,0,1
15335.0,6195.0,1,1
15345.0,6290.0,0,1
15353.0,5910.0,1,1
15354.0,6136.0,0,1
15355.0,5987.0,1,1
15376.0,6284.0,0,1
15378.0,6341.0,1,1
15379.0,6211.0,0,1
15380.0,5922.0,0,1
15496.0,5970.0,1,1
15499.0,6039.0,1,1
15500.0,6211.0,1,1
15501.0,6176.0,0,1
15511.0,6189.0,1,1
15515.0,5764.0,0,1
15516.0,5504.0,1,1
15517.0,6176.0,0,1
15518.0,6046.0,1,1
15526.0,5956.0,1,1
15527.0,5970.0,0,1
15528.0,6188.0,0,1
15529.0,6189.0,0,1
15531.0,6136.0,1,1
15541.0,5910.0,0,1
15542.0,6164.0,0,1
15546.0,5781.0,0,1
15552.0,6341.0,0,0
15554.0,5539.0,0,1
15570.0,6212.0,0,0
15572.0,5922.0,0,1
15709.0,5956.0,1,1
15711.0,5879.0,0,1
15715.0,6212.0,0,1
15729.0,6130.0,1,1
15730.0,6139.0,1,1
15733.0,5764.0,0,1
15734.0,6212.0,1,1
15737.0,6220.0,1,1
15738.0,6195.0,0,1
15757.0,6164.0,1,1
15769.0,6342.0,1,1
15770.0,6341.0,0,1
15771.0,6342.0,0,1
15773.0,6290.0,0,1
15791.0,6290.0,0,0
15921.0,5904.0,0,1
15923.0,6211.0,0,1
15934.0,6188.0,1,1
15935.0,6130.0,0,1
15936.0,5835.0,1,1
15939.0,5764.0,1,1
15944.0,5807.0,1,1
15948.0,6221.0,1,1
15949.0,6137.0,1,1
15950.0,6279.0,0,1
15951.0,5583.0,0,1
15952.0,6139.0,1,1
15956.0,6176.0,1,1
15957.0,5781.0,1,1
15958.0,6212.0,1,1
15970.0,5904.0,0,1
16011.0,6211.0,0,1
16012.0,6212.0,0,1
16015.0,6290.0,0,1
16016.0,6213.0,1,1
16017.0,5535.0,0,1
16204.0,5807.0,0,1
16206.0,5951.0,0,1
16209.0,6212.0,0,1
16224.0,6188.0,1,1
16225.0,6276.0,0,1
16227.0,6290.0,0,1
16228.0,6290.0,0,1
16239.0,5583.0,1,1
16240.0,6137.0,0,1
16241.0,5583.0,0,1
16242.0,6139.0,0,1
16243.0,5583.0,1,1
16253.0,5781.0,0,1
16260.0,5883.0,0,1
16280.0,6213.0,1,1
16281.0,6290.0,0,0
16282.0,5922.0,1,1
16436.0,5883.0,0,1
16455.0,5880.0,0,1
16456.0,6276.0,1,1
16461.0,6046.0,0,1
16465.0,6396.0,0,1
16491.0,6137.0,1,1
16493.0,6276.0,0,1
16494.0,6276.0,0,1
16502.0,5951.0,0,1
16503.0,6279.0,0,1
16504.0,5835.0,0,1
16506.0,5892.0,0,1
16508.0,6290.0,0,1
16544.0,5904.0,1,1
16545.0,6396.0,1,1
16546.0,6290.0,0,1
16562.0,6396.0,0,1
16563.0,6077.0,0,1
16564.0,6290.0,0,1
16800.0,5951.0,1,1
16802.0,5765.0,1,1
16803.0,6052.0,0,1
16822.0,5892.0,1,1
16823.0,6076.0,0,1
16834.0,6140.0,0,1
16835.0,6279.0,0,1
16836.0,6279.0,0,1
16837.0,6279.0,1,1
16838.0,5583.0,0,1
16840.0,6290.0,1,1
16864.0,5880.0,1,1
16866.0,5752.0,1,1
16875.0,6290.0,1,1
16898.0,6290.0,0,1
17165.0,6187.0,0,1
17167.0,6187.0,0,1
17168.0,6187.0,1,1
17171.0,5425.0,1,1
17187.0,6140.0,0,1
17189.0,6187.0,0,1
17191.0,6279.0,0,1
17192.0,6279.0,0,1
17193.0,6290.0,0,1
17194.0,5780.0,1,1
17236.0,5790.0,0,1
17237.0,5535.0,1,1
17238.0,6065.0,1,1
17239.0,5790.0,1,1
17240.0,5425.0,0,1
17518.0,5529.0,1,1
17538.0,5970.0,0,1
17539.0,6140.0,0,1
17542.0,5879.0,1,1
17543.0,5879.0,0,1
17546.0,5765.0,0,1
17548.0,6059.0,0,1
17563.0,6290.0,0,1
17571.0,6140.0,1,1
17572.0,6124.0,1,1
17573.0,5760.0,1,1
17575.0,5860.0,0,1
17576.0,5760.0,1,1
17586.0,6039.0,0,1
17632.0,6396.0,0,1
17633.0,6077.0,1,1
17635.0,6290.0,0,1
17913.0,6124.0,0,1
17916.0,6128.0,1,1
17917.0,5860.0,1,1
17918.0,6076.0,0,1
17927.0,6128.0,0,1
17929.0,6290.0,0,1
17931.0,6290.0,0,1
17932.0,6290.0,0,1
17954.0,5529.0,0,1
17955.0,5879.0,0,1
17985.0,5883.0,0,1
17989.0,5790.0,1,1
18017.0,6077.0,0,1
18018.0,6396.0,0,1
18044.0,6077.0,0,1
18290.0,5646.0,0,1
18297.0,6053.0,0,1
18319.0,5765.0,0,1
18320.0,6052.0,1,1
18321.0,6076.0,0,1
18339.0,6141.0,1,1
18341.0,5946.0,0,1
18346.0,6059.0,0,1
18353.0,6140.0,0,1
18354.0,6140.0,0,1
18355.0,5946.0,0,1
18372.0,5517.0,0,1
18377.0,6039.0,0,1
18378.0,6140.0,0,1
18424.0,5769.0,0,1
18694.0,5517.0,0,1
18698.0,6038.0,0,1
18712.0,5860.0,0,1
18714.0,6052.0,0,1
18727.0,5630.0,1,1
18744.0,5946.0,0,1
18745.0,5946.0,0,1
18746.0,5946.0,1,1
18764.0,5517.0,0,1
18766.0,5883.0,0,1
18787.0,6059.0,0,1
18815.0,5769.0,0,1
18848.0,6059.0,1,1
19035.0,5517.0,0,1
19036.0,5655.0,0,1
19038.0,5646.0,0,1
19039.0,5655.0,0,1
19042.0,5709.0,0,1
19043.0,6053.0,0,1
19061.0,5637.0,0,1
19062.0,5646.0,1,1
19065.0,5646.0,0,1
19066.0,6050.0,0,1
19067.0,6053.0,1,1
19071.0,6059.0,0,1
19103.0,5517.0,1,1
19108.0,6290.0,0,1
19357.0,5655.0,0,1
19358.0,6038.0,1,1
19372.0,5709.0,0,1
19373.0,6050.0,0,1
19392.0,6290.0,0,1
19406.0,5630.0,0,1
19407.0,5630.0,0,1
19426.0,5655.0,0,1
19427.0,5529.0,0,1
19448.0,6038.0,0,1
19452.0,6079.0,0,1
19477.0,6076.0,1,1
19665.0,5777.0,0,1
19668.0,5883.0,0,1
19669.0,6053.0,1,1
19681.0,6050.0,1,1
19682.0,6079.0,1,1
19718.0,5646.0,0,1
19734.0,5529.0,1,1
19745.0,6038.0,0,1
19746.0,6038.0,0,1
19747.0,6050.0,0,1
19749.0,6079.0,0,1
19771.0,5769.0,1,1
19956.0,6050.0,0,1
19973.0,5637.0,0,1
19976.0,5637.0,1,1
19979.0,5430.0,1,1
19980.0,5709.0,1,1
19983.0,6079.0,0,1
20000.0,5486.0,0,1
20001.0,5451.0,0,1
20016.0,6290.0,0,1
20049.0,6050.0,0,1
20051.0,6050.0,0,1
20053.0,6079.0,0,1
20215.0,5535.0,1,1
20230.0,6079.0,1,1
20238.0,0.0,1,1
20245.0,6079.0,0,1
20250.0,6290.0,0,0
20251.0,5451.0,0,0
20267.0,6026.0,0,1
20297.0,5655.0,1,1
20313.0,6038.0,0,1
20499.0,5556.0,0,1
20511.0,5784.0,0,1
20512.0,6171.0,0,1
20529.0,6246.0,0,1
20552.0,5486.0,0,0
20553.0,5486.0,0,1
20592.0,6038.0,0,1
20593.0,5784.0,1,1
20594.0,6079.0,0,1
20595.0,5452.0,1,1
20609.0,5486.0,0,0
20783.0,5589.0,1,1
20794.0,5430.0,0,1
20795.0,5784.0,0,1
20796.0,6171.0,1,1
20797.0,5451.0,0,1
20798.0,5451.0,0,1
20809.0,5784.0,0,1
20812.0,5451.0,0,1
20813.0,5486.0,0,0
20849.0,5465.0,1,1
20873.0,6246.0,0,1
21034.0,6068.0,0,1
21053.0,6246.0,0,1
21054.0,6246.0,0,1
21055.0,5486.0,0,1
21056.0,5486.0,0,1
21057.0,5451.0,1,1
21058.0,5451.0,0,1
21066.0,5887.0,1,1
21070.0,5486.0,0,0
21071.0,5486.0,0,1
21072.0,5486.0,0,1
21073.0,5486.0,0,1
21101.0,6246.0,0,1
21104.0,6246.0,0,1
21128.0,6246.0,0,1
21279.0,5556.0,0,1
21280.0,5503.0,1,1
21282.0,5535.0,0,1
21284.0,6068.0,0,1
21285.0,5535.0,0,1
21286.0,5670.0,1,1
21287.0,5670.0,0,1
21293.0,6246.0,1,1
21295.0,5486.0,0,1
21296.0,5451.0,0,1
21309.0,6246.0,0,1
21313.0,5451.0,0,1
21326.0,5635.0,0,1
21338.0,5635.0,1,1
21341.0,5486.0,0,1
21360.0,6246.0,0,1
21484.0,5556.0,0,1
21485.0,6026.0,1,1
21487.0,5778.0,0,1
21489.0,5670.0,0,1
21504.0,5486.0,0,0
21519.0,5556.0,0,1
21524.0,5887.0,0,1
21540.0,6026.0,0,1
21555.0,5777.0,0,1
21573.0,6246.0,0,0
21574.0,5486.0,0,0
21590.0,5486.0,0,1
21700.0,6233.0,0,1
21701.0,5635.0,0,1
21702.0,5778.0,0,1
21703.0,5778.0,0,1
21704.0,6068.0,1,1
21712.0,5556.0,0,1
21714.0,5777.0,0,1
21717.0,5486.0,1,1
21730.0,5556.0,0,1
21734.0,5486.0,0,0
21735.0,5486.0,0,1
21736.0,5486.0,0,1
21755.0,5886.0,0,1
21756.0,6233.0,1,1
21775.0,6068.0,0,1
21777.0,5465.0,0,1
21801.0,5486.0,0,0
21802.0,5486.0,0,0
21901.0,5556.0,0,1
21916.0,5887.0,0,1
21921.0,6186.0,1,1
21924.0,5535.0,0,1
21934.0,5887.0,0,1
21957.0,5556.0,1,1
21958.0,6233.0,1,1
21959.0,5886.0,1,1
21972.0,5778.0,1,1
22142.0,6186.0,0,1
22143.0,6186.0,0,1
22162.0,5777.0,1,1
22290.0,6233.0,0,1
22293.0,6186.0,0,1
22346.0,5886.0,0,1
22496.0,5539.0,0,1
22517.0,6233.0,0,1
22519.0,6186.0,0,1
22638.0,6026.0,0,1
22653.0,6186.0,0,1
22679.0,6186.0,0,1
22695.0,5539.0,0,1
22803.0,6026.0,0,1
22867.0,6046.0,0,1
23206.0,6026.0,0,1
23209.0,5783.0,1,1
23356.0,5539.0,0,1
23370.0,5922.0,0,1
23379.0,6211.0,0,1
23380.0,6046.0,0,1
23544.0,6211.0,0,1
23653.0,5539.0,0,1
23695.0,5922.0,0,1
23805.0,6046.0,0,1
23950.0,6046.0,0,1
24099.0,5535.0,0,1
24138.0,6046.0,0,1
24140.0,5922.0,0,1
24141.0,5922.0,0,1
24291.0,5535.0,0,1
24294.0,6046.0,0,1
24319.0,6211.0,0,1
24912.0,5780.0,0,1
25601.0,5709.0,0,1
26023.0,5709.0,0,0
26042.0,5860.0,0,1
26423.0,6246.0,0,1
26436.0,6246.0,0,1
26622.0,5783.0,0,1
26624.0,5783.0,0,1
26647.0,5709.0,0,1
26967.0,5535.0,0,1
27017.0,5781.0,0,1
27218.0,6213.0,0,1
